CHEMBL_ID	TID	PREF_NAME	PROTEIN_ACCESSION	TARGET_TYPE	ORGANISM	COMPOUNDS	ENDPOINTS
CHEMBL2150835	105186	Enoyl-[acyl-carrier-protein] reductase [NADH]	Q5NGQ3	SINGLE PROTEIN	Francisella tularensis subsp. tularensis (strain SCHU S4 / Schu 4)	12	17
CHEMBL2311224	105577	Bacterial DNA gyrase	P0AES4, P0AES6	PROTEIN COMPLEX	Bacteria	0	0
CHEMBL2331046	105642	Carbonic anhydrase 1	Q9V396	SINGLE PROTEIN	Drosophila melanogaster	28	28
CHEMBL3600275	109851	Thyrotropin-releasing hormone-degrading ectoenzyme	Q8K093	SINGLE PROTEIN	Mus musculus	3	4
CHEMBL3603731	109859	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase	J7QX79	SINGLE PROTEIN	Escherichia coli	2	4
CHEMBL3562169	109765	DNA polymerase III subunit beta	P0A988	SINGLE PROTEIN	Escherichia coli (strain K12)	27	65
CHEMBL3562181	109777	Class A carbapenemase	A7WP95	SINGLE PROTEIN	Enterobacter cloacae	1	5
CHEMBL3627584	109906	Mitogen-activated protein kinase kinase kinase MLK4	Q5TCX8	SINGLE PROTEIN	Homo sapiens	3	3
CHEMBL3559643	109720	Neuraminidase	P03469	SINGLE PROTEIN	Influenza A virus (strain A/USSR/90/1977 H1N1)	67	159
CHEMBL3638322	109927	Egl nine homolog 1	P59722	SINGLE PROTEIN	Rattus norvegicus	34	70
CHEMBL3638326	109931	Gag-Pol polyprotein	P03367	SINGLE PROTEIN	Human immunodeficiency virus type 1 group M subtype B (isolateBRU/LAI) (HIV-1)	82	170
CHEMBL3817720	116806	1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase	Q9BV57	SINGLE PROTEIN	Homo sapiens	4	4
CHEMBL3714531	116492	Palmitoleoyl-protein carboxylesterase NOTUM	Q6P988	SINGLE PROTEIN	Homo sapiens	70	70
CHEMBL2437	10563	Protein phosphatase 2C alpha	P35813	SINGLE PROTEIN	Homo sapiens	24	34
CHEMBL2505	10424	Protein phosphatase 2A regulatory subunit B'	Q15257	SINGLE PROTEIN	Homo sapiens	20	30
CHEMBL1781	62	DNA topoisomerase I	P11387	SINGLE PROTEIN	Homo sapiens	3140	4869
CHEMBL1787	79	Steroid 5-alpha-reductase 1	P18405	SINGLE PROTEIN	Homo sapiens	543	743
CHEMBL1843	83	DOPA decarboxylase	P20711	SINGLE PROTEIN	Homo sapiens	22	27
CHEMBL1857	110	Enoyl-[acyl-carrier-protein] reductase	P0AEK4	SINGLE PROTEIN	Escherichia coli K-12	99	127
CHEMBL1911	283	Succinate semialdehyde dehydrogenase	P51649	SINGLE PROTEIN	Homo sapiens	19	19
CHEMBL1927	172	Thioredoxin reductase 1	Q16881	SINGLE PROTEIN	Homo sapiens	11	22
CHEMBL2002	68	Inosine-5'-monophosphate dehydrogenase 2	P12268	SINGLE PROTEIN	Homo sapiens	836	936
CHEMBL2023	91	Catechol O-methyltransferase	P21964	SINGLE PROTEIN	Homo sapiens	152	227
CHEMBL2164	10083	Serine/threonine protein phosphatase PP1-alpha catalytic subunit	P62136	SINGLE PROTEIN	Homo sapiens	130	130
CHEMBL3166	11520	Protein-tyrosine phosphatase 1C	P29350	SINGLE PROTEIN	Homo sapiens	433	527
CHEMBL3206	13023	Adenosine deaminase	P03958	SINGLE PROTEIN	Mus musculus	4	4
CHEMBL2608	10977	Lysosomal alpha-glucosidase	P10253	SINGLE PROTEIN	Homo sapiens	22311	35561
CHEMBL2650	10591	Phosphodiesterase 1B	Q01061	SINGLE PROTEIN	Bos taurus	35	35
CHEMBL2652	10594	Phosphodiesterase 2A	O00408	SINGLE PROTEIN	Homo sapiens	956	1604
CHEMBL2712	10601	Phosphodiesterase 4D	P14270	SINGLE PROTEIN	Rattus norvegicus	4	4
CHEMBL2889	12388	Hematopoietic cell protein-tyrosine phosphatase 70Z-PEP	Q9Y2R2	SINGLE PROTEIN	Homo sapiens	607	1149
CHEMBL3061	11598	Phosphodiesterase 3A	Q9XSW7	SINGLE PROTEIN	Sus scrofa	12	16
CHEMBL3862	12578	Serine/threonine protein phosphatase 2A, catalytic subunit, alpha isoform	P67774	SINGLE PROTEIN	Bos taurus	47	49
CHEMBL3924	20008	Dual specificity phosphatase 22	Q9NRW4	SINGLE PROTEIN	Homo sapiens	74	82
CHEMBL3377	10738	Neuraminidase	P03474	SINGLE PROTEIN	Influenza B virus (strain B/Lee/1940)	252	371
CHEMBL3484	100586	Beta-galactosidase	Q59750	SINGLE PROTEIN	Sinorhizobium meliloti	2	2
CHEMBL3513	19672	Acidic alpha-glucosidase	Q6P7A9	SINGLE PROTEIN	Rattus norvegicus	307	484
CHEMBL3594	12952	Carbonic anhydrase IX	Q16790	SINGLE PROTEIN	Homo sapiens	3274	4626
CHEMBL4165	100597	DNA gyrase subunit A	P9WG47	SINGLE PROTEIN	Mycobacterium tuberculosis	4	4
CHEMBL4215	100655	Alpha-amylase	P06278	SINGLE PROTEIN	Bacillus licheniformis	21	22
CHEMBL4716	10016	Phosphodiesterase 7B	Q9NP56	SINGLE PROTEIN	Homo sapiens	68	82
CHEMBL4404	100641	Tyrosine-protein phosphatase yopH	P15273	SINGLE PROTEIN	Yersinia enterocolitica	17	35
CHEMBL4438	12999	Serine/threonine protein phosphatase PP1-gamma catalytic subunit	P36873	SINGLE PROTEIN	Homo sapiens	30	62
CHEMBL4540	100600	Phosphotyrosine-protein phosphatase PTPB	P96830	SINGLE PROTEIN	Mycobacterium tuberculosis	155	216
CHEMBL4753	100238	Beta-galactosidase	P29853	SINGLE PROTEIN	Aspergillus niger	50	64
CHEMBL4771	10720	Potassium-transporting ATPase beta chain	P18598	SINGLE PROTEIN	Rattus norvegicus	8	8
CHEMBL4804	11565	Dual specificity phosphatase Cdc25B	P30305	SINGLE PROTEIN	Homo sapiens	727	908
CHEMBL4974	11645	HPr kinase	O34483	SINGLE PROTEIN	Bacillus subtilis (strain 168)	52	97
CHEMBL5230	100892	1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase gamma-2	P24135	SINGLE PROTEIN	Rattus norvegicus	5	5
CHEMBL5153	101088	Carbapenem-hydrolyzing oxacillinase OXA-58	Q2TR58	SINGLE PROTEIN	Acinetobacter baumannii	2	14
CHEMBL5309	101155	CMT-type beta lactamase	A5HJU3	SINGLE PROTEIN	Escherichia coli	8	24
CHEMBL5439	101195	Beta-lactamase	A8RR46	SINGLE PROTEIN	Bacillus clausii	19	69
CHEMBL5458	100053	Serine/threonine protein phosphatase PP1-alpha catalytic subunit	P62139	SINGLE PROTEIN	Oryctolagus cuniculus	6	6
CHEMBL1075219	102915	Peroxisomal multifunctional enzyme type 2	P97852	SINGLE PROTEIN	Rattus norvegicus	4	8
CHEMBL6015	102424	Neuraminidase	P03471	SINGLE PROTEIN	Influenza A virus (A/Memphis/1/1971(H3N2))	14	14
CHEMBL6065	102873	Dihydrofolate reductase	P9WNX1	SINGLE PROTEIN	Mycobacterium tuberculosis	22	22
CHEMBL1075267	102812	3-hydroxy-3-methylglutaryl-coenzyme A reductase	P09610	SINGLE PROTEIN	Mesocricetus auratus	17	17
CHEMBL1293238	103671	Inositol monophosphatase 1	P97697	SINGLE PROTEIN	Rattus norvegicus	15271	16203
CHEMBL1293265	103698	Serine/threonine-protein phosphatase	Q9BPW0	SINGLE PROTEIN	Homo sapiens	127	127
CHEMBL1255144	103555	Beta-lactamase SHV-55	Q4TVR4	SINGLE PROTEIN	Klebsiella pneumoniae	11	31
CHEMBL1255147	103558	Metallo-beta-lactamase	Q5U7L7	SINGLE PROTEIN	Escherichia coli	16	94
CHEMBL1795084	104166	V-type proton ATPase subunit c'	P32842	SINGLE PROTEIN	Saccharomyces cerevisiae S288c	13	23
CHEMBL1667701	103893	ADC-11	D6NSM8	SINGLE PROTEIN	Acinetobacter baumannii	13	36
CHEMBL1293260	103693	Beta-lactamase	Q5J463	SINGLE PROTEIN	Salmonella choleraesuis (strain SC-B67)	216	217
CHEMBL1641350	103832	Beta-lactamase	Q8RL90	SINGLE PROTEIN	Pseudomonas aeruginosa	121	254
CHEMBL1667680	103872	Beta-lactamase CTX-M-27	Q840M4	SINGLE PROTEIN	Escherichia coli	2	2
CHEMBL1667684	103876	Neuraminidase	A5Z252	SINGLE PROTEIN	Influenza A virus	42	47
CHEMBL4102	17100	Cyclooxygenase-2	P79208	SINGLE PROTEIN	Ovis aries	1179	1679
CHEMBL2111358	105112	Prostaglandin G/H synthase (cyclooxygenase)	P05979, P79208	PROTEIN FAMILY	Ovis aries	124	160
CHEMBL2096971	104851	Carbonic anhydrase	P00921, P18915, Q3SZX4, Q95323	PROTEIN FAMILY	Bos taurus	65	170
CHEMBL1795125	104205	Carbonic anhydrase	Q2PCB5	SINGLE PROTEIN	Dicentrarchus labrax	13	13
CHEMBL2538	12860	Potassium-transporting ATPase beta chain	P18434	SINGLE PROTEIN	Sus scrofa	13	22
CHEMBL2576	10096	Dihydrofolate reductase	P07807	SINGLE PROTEIN	Saccharomyces cerevisiae S288c	67	68
CHEMBL2764	12301	HMG-CoA reductase	Q01237	SINGLE PROTEIN	Mus musculus	23	31
CHEMBL2364674	106174	1,3-beta-glucan synthase	Q4WLT4	SINGLE PROTEIN	Aspergillus	7	14
CHEMBL2364679	106179	Squalene monooxygenase	Q4JEY0	SINGLE PROTEIN	Trichophyton	0	0
CHEMBL3616354	109874	Branched-chain-amino-acid aminotransferase, mitochondrial	O15382	SINGLE PROTEIN	Homo sapiens	114	163
CHEMBL3616363	109883	CCR4-NOT transcription complex subunit 6	Q9ULM6	SINGLE PROTEIN	Homo sapiens	16	16
CHEMBL3559677	109732	Glyceraldehyde-3-phosphate dehydrogenase	Q8T6B1	SINGLE PROTEIN	Plasmodium falciparum	13	48
CHEMBL3243913	108300	Dihydrofolate reductase	P00380	SINGLE PROTEIN	Enterococcus faecium	93	93
CHEMBL2176852	105427	Thymidylate kinase, putative	Q8I4S1	SINGLE PROTEIN	Plasmodium falciparum (isolate 3D7)	44	44
CHEMBL3991502	117304	DNA gyrase	P0DG02, P0DG04	PROTEIN COMPLEX	Streptococcus pyogenes serotype M3 (strain ATCC BAA-595 / MGAS315)	0	0
CHEMBL3286085	108387	Delta-aminolevulinic acid dehydratase	F4MUJ9	SINGLE PROTEIN	Yersinia enterocolitica W22703	15	33
CHEMBL2363067	105762	Phosphodiesterase 8	O60658, O95263	PROTEIN FAMILY	Homo sapiens	19	19
CHEMBL2095186	104770	Sodium/potassium-transporting ATPase	P05023, P05026, P13637, P14415, P50993, P54709, P54710, Q13733	PROTEIN COMPLEX GROUP	Homo sapiens	282	318
CHEMBL2095220	104796	Phosphodiesterases; PDE5 & PDE6	O43924, O76074, P16499, P18545, P35913, P51160, Q13956	SELECTIVITY GROUP	Homo sapiens	101	103
CHEMBL3308938	109222	Beta-lactamase	Q670S6	SINGLE PROTEIN	Pseudomonas luteola	11	29
CHEMBL3308952	109238	Pro-cathepsin H	P00786	SINGLE PROTEIN	Rattus norvegicus	7	7
CHEMBL3309004	109140	1-acyl-sn-glycerol-3-phosphate acyltransferase	P26647	SINGLE PROTEIN	Escherichia coli (strain K12)	1	1
CHEMBL3309016	109154	Guanylate kinase	P60546	SINGLE PROTEIN	Escherichia coli (strain K12)	1	1
CHEMBL2242736	105526	3-ketoacyl-CoA synthase 17	Q5XEP9	SINGLE PROTEIN	Arabidopsis thaliana	12	12
CHEMBL2362989	105701	DNA topoisomerase I, mitochondrial	Q969P6	SINGLE PROTEIN	Homo sapiens	0	0
CHEMBL2362993	105705	Dihydropteroate synthase 1	P0C0X1	SINGLE PROTEIN	Mycobacterium leprae (strain TN)	0	0
CHEMBL3309031	109169	tRNA(Ile)-lysidine synthase	P52097	SINGLE PROTEIN	Escherichia coli (strain K12)	1	1
CHEMBL3309051	109192	Lipoprotein lipase	P11152	SINGLE PROTEIN	Mus musculus	1	1
CHEMBL3309054	109196	Phospholipase D1	Q9Z280	SINGLE PROTEIN	Mus musculus	5	22
CHEMBL2227489	105512	Catalase	P00432	SINGLE PROTEIN	Bos taurus	10	10
CHEMBL2366402	106546	Glutamine synthetase	A1YYP7	SINGLE PROTEIN	Spinacia oleracea	2	2
CHEMBL2366410	106554	Carboxylesterase	B3TNN2	SINGLE PROTEIN	Loxostege sticticalis	2	8
CHEMBL2366469	106613	Glutamate--cysteine ligase catalytic subunit	P19468	SINGLE PROTEIN	Rattus norvegicus	1	1
CHEMBL2366488	106632	D-alanine--D-alanine ligase	Q1CTD3	SINGLE PROTEIN	Helicobacter pylori (strain HPAG1)	2	5
CHEMBL2366505	106649	Integrase	Q76353	SINGLE PROTEIN	Human immunodeficiency virus 1	2811	4846
CHEMBL2331066	105662	Beta-secretase 2	Q6IE75	SINGLE PROTEIN	Rattus norvegicus	12	15
CHEMBL2362994	105706	DNA polymerase/reverse transcriptase	Q9IF40	SINGLE PROTEIN	Hepatitis B virus	0	0
CHEMBL3562163	109759	Endochitinase	P29030	SINGLE PROTEIN	Brugia malayi	5	5
CHEMBL3562179	109775	Beta-lactamase	G8A3U3	SINGLE PROTEIN	Enterobacter cloacae	1	1
CHEMBL3627589	109911	DNA gyrase subunit B	C3SLN3	SINGLE PROTEIN	Escherichia coli	23	26
CHEMBL3627590	109912	AKT kinase-transforming protein	P31748	SINGLE PROTEIN	AKT8 murine leukemia virus	1	1
CHEMBL3627594	109916	Catalase	P04040	SINGLE PROTEIN	Homo sapiens	5	5
CHEMBL3638350	109955	Collagenase 3	P33435	SINGLE PROTEIN	Mus musculus	97	194
CHEMBL3638362	109967	CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 2	Q11205	SINGLE PROTEIN	Rattus norvegicus	16	32
CHEMBL3885527	117071	Thymidylate synthase/AICAR transformylase	P04818, P31939	PROTEIN FAMILY	Homo sapiens	2	2
CHEMBL3886123	117215	Thyrotropin-releasing hormone-degrading ectoenzyme	Q9UKU6	SINGLE PROTEIN	Homo sapiens	1	1
CHEMBL2329	10094	Dihydrofolate reductase	P22906	SINGLE PROTEIN	Candida albicans	202	308
CHEMBL1812	77	Pancreatic lipase	P16233	SINGLE PROTEIN	Homo sapiens	83	114
CHEMBL1852	10	DNA-directed RNA polymerase beta chain	P0A8V2	SINGLE PROTEIN	Escherichia coli K-12	55	70
CHEMBL1930	224	Vitamin k epoxide reductase complex subunit 1 isoform 1	Q9BQB6	SINGLE PROTEIN	Homo sapiens	4	4
CHEMBL1935	30	Aldehyde dehydrogenase	P05091	SINGLE PROTEIN	Homo sapiens	190	353
CHEMBL2012	19910	Vitamin K-dependent gamma-carboxylase	P38435	SINGLE PROTEIN	Homo sapiens	12	28
CHEMBL2026	10027	Beta-lactamase AmpC	P00811	SINGLE PROTEIN	Escherichia coli K-12	61955	62401
CHEMBL2051	21	Neuraminidase	P03468	SINGLE PROTEIN	Influenza A virus (A/Puerto Rico/8/1934(H1N1))	407	759
CHEMBL3126	10794	Porphobilinogen synthase	P13716	SINGLE PROTEIN	Homo sapiens	40	58
CHEMBL3211	12856	CMP-N-acetylneuraminate-beta-1,4-galactoside alpha-2,3-sialyltransferase	Q02734	SINGLE PROTEIN	Rattus norvegicus	10	10
CHEMBL3284	11578	Alcohol dehydrogenase beta chain	P00325	SINGLE PROTEIN	Homo sapiens	23	23
CHEMBL3285	11579	Alcohol dehydrogenase gamma chain	P00326	SINGLE PROTEIN	Homo sapiens	23	23
CHEMBL2834	11732	Protein tyrosine phosphatase receptor type F	Q64604	SINGLE PROTEIN	Rattus norvegicus	7	9
CHEMBL2840	11460	Ornithine decarboxylase	P00860	SINGLE PROTEIN	Mus musculus	138	263
CHEMBL335	13061	Protein-tyrosine phosphatase 1B	P18031	SINGLE PROTEIN	Homo sapiens	4228	6257
CHEMBL2977	13031	Cyclooxygenase-2	P35355	SINGLE PROTEIN	Rattus norvegicus	125	151
CHEMBL3077	10745	Phenylalanine-4-hydroxylase	P04176	SINGLE PROTEIN	Rattus norvegicus	23	37
CHEMBL3807	10258	T-cell protein-tyrosine phosphatase	P17706	SINGLE PROTEIN	Homo sapiens	792	871
CHEMBL3864	11523	Protein-tyrosine phosphatase 2C	Q06124	SINGLE PROTEIN	Homo sapiens	941	1359
CHEMBL3919	12274	Potassium-transporting ATPase alpha chain 1	P19156	SINGLE PROTEIN	Sus scrofa	64	69
CHEMBL3471	12456	Human immunodeficiency virus type 1 integrase	Q7ZJM1	SINGLE PROTEIN	Human immunodeficiency virus 1	1535	3328
CHEMBL3695	100181	Serine/threonine-protein phosphatase	P03772	SINGLE PROTEIN	Enterobacteria phage lambda	23	23
CHEMBL3696	100197	Alpha-galactosidase	P06720	SINGLE PROTEIN	Escherichia coli K-12	10	10
CHEMBL3729	12896	Carbonic anhydrase IV	P22748	SINGLE PROTEIN	Homo sapiens	614	845
CHEMBL4409	100010	Phosphodiesterase 10A	Q9Y233	SINGLE PROTEIN	Homo sapiens	4553	7042
CHEMBL4498	12935	NADH-ubiquinone oxidoreductase chain 3	P03898	SINGLE PROTEIN	Bos taurus	9	15
CHEMBL4499	12936	NADH-ubiquinone oxidoreductase chain 4	P03905	SINGLE PROTEIN	Homo sapiens	15	18
CHEMBL4614	10455	Dihydrofolate reductase	P07382	SINGLE PROTEIN	Leishmania major	70	70
CHEMBL5077	20168	Butyrylcholinesterase	Q9N1N9	SINGLE PROTEIN	Equus caballus	578	814
CHEMBL5089	101063	Glutamine synthetase	P0A1P6	SINGLE PROTEIN	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	1	1
CHEMBL5375	12097	Hepatitis C virus NS5B RNA-dependent RNA polymerase	Q8JXU8	SINGLE PROTEIN	Hepatitis C virus	1350	1903
CHEMBL5436	101192	Squalene epoxidase	A7L861	SINGLE PROTEIN	Sus scrofa	2	2
CHEMBL1075062	102582	Thymidine kinase	A3RLP8	SINGLE PROTEIN	Macacine herpesvirus 1	20	49
CHEMBL1075063	102583	Gil1	A4KCT8	SINGLE PROTEIN	Citrobacter gillenii	15	54
CHEMBL1075021	102971	DNA gyrase subunit B	P0A4L9	SINGLE PROTEIN	Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4)	35	35
CHEMBL1075023	102973	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase	A0A0H2UPP7	SINGLE PROTEIN	Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4)	3	3
CHEMBL5211	17087	Arachidonate 5-lipoxygenase	P48999	SINGLE PROTEIN	Mus musculus	106	121
CHEMBL5863	101586	4-hydroxyphenylpyruvate dioxygenase	P32755	SINGLE PROTEIN	Rattus norvegicus	4	4
CHEMBL5906	101601	Lipoprotein lipase	Q06000	SINGLE PROTEIN	Rattus norvegicus	23	23
CHEMBL5931	101385	Carbonic anhydrase	P53615	SINGLE PROTEIN	Saccharomyces cerevisiae S288c	60	85
CHEMBL1075231	102933	NADPH oxidase 1	Q9WV87	SINGLE PROTEIN	Rattus norvegicus	1	5
CHEMBL6035	101420	Thioredoxin reductase 1, cytoplasmic	O89049	SINGLE PROTEIN	Rattus norvegicus	39216	45189
CHEMBL6059	102867	DNA gyrase subunit B	A0QNE0	SINGLE PROTEIN	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	59	60
CHEMBL6140	102443	cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A	Q9QYJ6	SINGLE PROTEIN	Rattus norvegicus	1280	2210
CHEMBL1255143	103554	Metallo-beta-lactamase	Q4F6N3	SINGLE PROTEIN	Acinetobacter baumannii	1	3
CHEMBL1667667	103859	Beta-galactosidase	P23780	SINGLE PROTEIN	Mus musculus	26	26
CHEMBL1641339	103821	PenB class A beta-lactamase	B8R6A5	SINGLE PROTEIN	Burkholderia cenocepacia	14	40
CHEMBL1287603	103605	DNA gyrase subunit B	C3SLN2	SINGLE PROTEIN	Escherichia coli	2	2
CHEMBL2096674	104829	Cyclooxygenase	O62664, O62698	PROTEIN FAMILY	Bos taurus	283	304
CHEMBL1795153	104233	Thymidylate synthase (EC 2.1.1.45) (TS) (TSase)	E2QDN0	SINGLE PROTEIN	Escherichia coli	9	9
CHEMBL2007628	104486	Tyrosine-protein phosphatase non-receptor type 5	P54829	SINGLE PROTEIN	Homo sapiens	233	275
CHEMBL1667679	103871	Beta-lactamase CTX-M-16	Q939N4	SINGLE PROTEIN	Escherichia coli	2	2
CHEMBL2052028	104570	Eukaryotic initiation factor 4A-I	P60842	SINGLE PROTEIN	Homo sapiens	47	133
CHEMBL2095180	104764	Carbonic anhydrase	O43570, P00915, P00918, P07451, P22748, P23280, P35218, P43166, Q16790, Q8N1Q1, Q9ULX7, Q9Y2D0	PROTEIN FAMILY	Homo sapiens	110	117
CHEMBL2094267	104732	Phosphodiesterase 4	P14270, P14644, P14646, P54748	PROTEIN FAMILY	Rattus norvegicus	312	570
CHEMBL2096906	104843	Carbonic anhydrases; II & IX	P00918, Q16790	SELECTIVITY GROUP	Homo sapiens	207	262
CHEMBL2097161	104872	Phosphodiesterase, PDE1/PDE5	O76074, P54750, Q01064, Q14123	PROTEIN FAMILY	Homo sapiens	93	107
CHEMBL1944498	104448	Carbonic anhydrase 3	Q3SZX4	SINGLE PROTEIN	Bos taurus	27	27
CHEMBL2094253	104725	Cyclooxygenase	P23219, P35354	PROTEIN FAMILY	Homo sapiens	874	1189
CHEMBL2111349	105051	Prostaglandin G/H synthase (cyclooxygenase)	P22437, Q05769	PROTEIN FAMILY	Mus musculus	155	169
CHEMBL2095199	104783	Potassium-transporting ATPase	P09626, P18598	PROTEIN COMPLEX	Rattus norvegicus	404	425
CHEMBL2096979	104859	Phosphodiesterase 6	P04972, P11541, P16586, P22571, P23439, Q95142	PROTEIN FAMILY	Bos taurus	105	110
CHEMBL2095215	104791	Ribonucleoside-diphosphate reductase RR1	P23921, P31350, Q7LG56	PROTEIN COMPLEX GROUP	Homo sapiens	205	391
CHEMBL1926499	104394	Neuraminidase	D5F1R0	SINGLE PROTEIN	Influenza A virus	6	18
CHEMBL1795128	104208	Thymidine kinase	P13159	SINGLE PROTEIN	Feline herpesvirus 1	4	4
CHEMBL1795136	104216	Fatty acid synthase	P12276	SINGLE PROTEIN	Gallus gallus	10	13
CHEMBL3064	17053	Lipoprotein lipase	P11151	SINGLE PROTEIN	Bos taurus	78	268
CHEMBL3430900	109657	Interferon-induced guanylate-binding protein 1/Serine/threonine-protein kinase pim-1	P11309, P32455	PROTEIN-PROTEIN INTERACTION	Homo sapiens	44	47
CHEMBL3430865	109622	Prostaglandin-H2 D-isomerase	P41222	SINGLE PROTEIN	Homo sapiens	1	1
CHEMBL3616349	109869	Alpha-amylase type A isozyme	P00693	SINGLE PROTEIN	Hordeum vulgare	1	1
CHEMBL3621037	109901	RNA demethylase ALKBH5	Q6P6C2	SINGLE PROTEIN	Homo sapiens	1	1
CHEMBL2221341	105503	Mammalian target of Rapamycin (mTORC1)	P42345, P62942	PROTEIN COMPLEX	Homo sapiens	239	432
CHEMBL1075055	102570	Beta-galactosidase	A4XI97	SINGLE PROTEIN	Caldicellulosiruptor saccharolyticus (strain ATCC 43494 / DSM 8903)	7	7
CHEMBL2364702	106198	Cytochrome P450	E0V9R7, E0VAD1, E0VBK5, E0VCA5, E0VCW8, E0VCW9, E0VDM3, E0VDR0, E0VED4, E0VGV6, E0VHL8, E0VHZ1, E0VJJ0, E0VM29, E0VMV6, E0VMV7, E0VMW9, E0VQ45, E0VQ46, E0VQ47, E0VRD2, E0VSD4, E0VSD5, E0VUR0, E0VUR1, E0VV39, E0VV52, E0VV70, E0VV72, E0VXT9, E0VZW4, E0W115, E0W2B1, E0W389, E0W4F7	PROTEIN FAMILY	Pediculus humanus capitis	0	0
CHEMBL3901	11689	Sarcoplasmic/endoplasmic reticulum calcium ATPase 2	P16615	SINGLE PROTEIN	Homo sapiens	34	39
CHEMBL3396	12026	DNA topoisomerase II beta	Q02880	SINGLE PROTEIN	Homo sapiens	258	600
CHEMBL5835	102996	Tyrosine-protein phosphatase yopH	P08538	SINGLE PROTEIN	Yersinia pseudotuberculosis serotype I (strain IP32953)	19	57
CHEMBL2283	12877	Carbonic anhydrase II	P00921	SINGLE PROTEIN	Bos taurus	128	181
CHEMBL2528	10533	Butyrylcholinesterase	Q03311	SINGLE PROTEIN	Mus musculus	73	87
CHEMBL230	126	Cyclooxygenase-2	P35354	SINGLE PROTEIN	Homo sapiens	6318	10489
CHEMBL2304402	105565	Phosphodiesterase 5A	O77746	SINGLE PROTEIN	Canis lupus famiaris	188	190
CHEMBL3329079	109472	2'-deoxynucleoside 5'-phosphate N-hydrolase 1	O35820	SINGLE PROTEIN	Rattus norvegicus	25	25
CHEMBL3588729	109818	Ghrelin O-acyltransferase	Q96T53	SINGLE PROTEIN	Homo sapiens	4	4
CHEMBL3588730	109819	Tyrosine-protein kinase BAZ1B	Q9UIG0	SINGLE PROTEIN	Homo sapiens	4	4
CHEMBL3308947	109232	Guanine deaminase	Q9WTT6	SINGLE PROTEIN	Rattus norvegicus	2	2
CHEMBL3308964	109251	3-isopropylmalate dehydrogenase	Q5SIY4	SINGLE PROTEIN	Thermus thermophilus 	1	1
CHEMBL3308984	109120	LL-diaminopimelate aminotransferase, chloroplastic	Q93ZN9	SINGLE PROTEIN	Arabidopsis thaliana	66	120
CHEMBL3308992	109128	Pyruvate-flavodoxin oxidoreductase	Q0P8E1	SINGLE PROTEIN	Campylobacter jejuni subsp. jejuni	2	2
CHEMBL3309014	109152	Glycerate kinase	P77364	SINGLE PROTEIN	Escherichia coli (strain K12)	1	1
CHEMBL3309020	109158	Multifunctional CCA protein	P06961	SINGLE PROTEIN	Escherichia coli (strain K12)	2	2
CHEMBL2268006	105542	Trans-cinnamate 4-monooxygenase	Q04468	SINGLE PROTEIN	Helianthus tuberosus	1	1
CHEMBL2366479	106623	Protoporphyrinogen oxidase 1, chloroplastic	P55826	SINGLE PROTEIN	Arabidopsis thaliana	10	10
CHEMBL3137281	108137	Soluble guanylate cyclase alpha1/beta1 complex	Q02108, Q02153	PROTEIN COMPLEX	Homo sapiens	12	34
CHEMBL3309036	109175	Cell shape peptidoglycan synthetase penicillin-binding protein 2	Q2TL65	SINGLE PROTEIN	Escherichia coli	6	6
CHEMBL2242740	105530	4-hydroxyphenylpyruvate dioxygenase	P93836	SINGLE PROTEIN	Arabidopsis thaliana	26	27
CHEMBL2295562	105561	Dual specificity protein phosphatase 26	Q9BV47	SINGLE PROTEIN	Homo sapiens	14	14
CHEMBL3542432	109698	Flavin-containing monooxygenase	P31512, P31513, P49326, Q01740, Q99518	PROTEIN FAMILY	Homo sapiens	0	0
CHEMBL2401609	107626	Carbonic anhydrase	P46510	SINGLE PROTEIN	Flaveria bidentis	1	4
CHEMBL2242739	105529	3-ketoacyl-CoA synthase 1	Q9MAM3	SINGLE PROTEIN	Arabidopsis thaliana	12	12
CHEMBL2150841	105192	DNA topoisomerase 4 subunit B	P0C1S7	SINGLE PROTEIN	Staphylococcus aureus	7	8
CHEMBL2396507	107613	Dual specificity protein phosphatase 15	Q9H1R2	SINGLE PROTEIN	Homo sapiens	2	2
CHEMBL1744490	104099	Beta-lactamase pse-1	Q2V0Y6	SINGLE PROTEIN	Escherichia coli	16	16
CHEMBL2380190	107592	Endothelial lipase	Q9WVG5	SINGLE PROTEIN	Mus musculus	34	35
CHEMBL3580521	109806	Alpha-amylase	P56634	SINGLE PROTEIN	Tenebrio molitor	2	3
CHEMBL3596075	109837	Beta-galactoside alpha-2,6-sialyltransferase 1	P15907	SINGLE PROTEIN	Homo sapiens	14	39
